customerid,personid,storeid,territoryid,rowguid,modifieddate,firstname,lastname
265,,590,7,1cd5e09a-9c62-4ad1-9c86-0e17a4512d6e,2014-09-12 11:15:07,,
266,,582,8,4af6204a-8c86-435d-85d7-b4fa11c5ae93,2014-09-12 11:15:07,,
267,,1938,9,e4659480-ca31-4fcd-ac59-79ddc831839f,2014-09-12 11:15:07,,
268,,588,10,0c316f6f-5d54-41fd-86a3-6ecaf31a01dd,2014-09-12 11:15:07,,
269,,584,2,c8d788bb-bdbe-48a7-b0bf-b1b0488d9b9f,2014-09-12 11:15:07,,
270,,1936,2,ef6ce6f1-71b7-4a5d-9eee-55283bd5ad5c,2014-09-12 11:15:07,,
271,,586,1,f2765e86-8dea-468b-849e-9e83ae57c381,2014-09-12 11:15:07,,
272,,612,1,b80f890d-a6a1-4dfc-b763-ecd7743c3c2a,2014-09-12 11:15:07,,
273,,1934,4,736da014-1371-40b2-a401-5bd3267a1e8b,2014-09-12 11:15:07,,
274,,952,3,02788a66-2628-4b91-b211-1d8f7e73c500,2014-09-12 11:15:07,,
275,,614,4,68dc7932-128e-47cc-80cb-cf2b1a352f3c,2014-09-12 11:15:07,,
276,,1932,4,09e2cb2a-b0ca-4376-abe7-e9240ead2c16,2014-09-12 11:15:07,,
277,,950,4,37156292-0d92-4f6b-9014-ccb0b29e9f9a,2014-09-12 11:15:07,,
278,,616,5,e8544bb9-7d68-4d07-96d2-7772d3a000ce,2014-09-12 11:15:07,,
279,,1930,5,27670fe7-9beb-496c-a0b4-a097acefecd0,2014-09-12 11:15:07,,
280,,948,6,73b26c19-1113-427f-bbab-beb6fcda33c3,2014-09-12 11:15:07,,
281,,618,6,b3b07166-1798-41b4-a7c2-0579292008c4,2014-09-12 11:15:07,,
282,,1928,6,cf04f255-d817-4ec9-9d99-4580b1ed0ce2,2014-09-12 11:15:07,,
283,,946,7,7502406d-db42-4f26-9c7c-384116a6882d,2014-09-12 11:15:07,,
284,,758,8,ff1e806e-2f9d-4494-ae4d-1f7061744db8,2014-09-12 11:15:07,,
285,,408,9,055bc119-564e-47a0-8086-995fbbe8c739,2014-09-12 11:15:07,,
286,,944,10,6266ccc4-1af0-42e0-bca4-b33ea6838eee,2014-09-12 11:15:07,,
287,,760,3,448cbbfe-eddc-443d-b7c8-57aeaa463be5,2014-09-12 11:15:07,,
288,,406,3,44edc8ac-bb0e-418e-bdd3-4f7691381633,2014-09-12 11:15:07,,
289,,498,1,a42d0f51-c2bc-433d-b2bd-61c516296669,2014-09-12 11:15:07,,
290,,762,1,d0dcde2d-8c38-48fc-9d83-5ebe8a8577ae,2014-09-12 11:15:07,,
291,,398,4,a5aa95ad-8c82-4e50-944f-39f6bdd0a8a8,2014-09-12 11:15:07,,
292,,496,4,e1e960b9-5a86-475d-80fe-b64191aeb1da,2014-09-12 11:15:07,,
293,,764,1,b37a0d83-7ed6-4c58-a476-f59b7ae4fc85,2014-09-12 11:15:07,,
294,,396,4,592b130d-bff6-4744-b0b6-02f706504993,2014-09-12 11:15:07,,
295,,1490,4,bb5324b1-9ace-4aae-8711-41090edce4e0,2014-09-12 11:15:07,,
296,,766,5,6d8059c6-bf5d-4871-8ca8-cc1703668b87,2014-09-12 11:15:07,,
297,,394,5,39bd90d4-a3f8-4f16-a960-b76014b1a913,2014-09-12 11:15:07,,
298,,1488,6,16101465-48b9-4147-9c53-6610feadf778,2014-09-12 11:15:07,,
299,,768,6,1cea8d76-4a20-4d76-9da2-a3777fd7e693,2014-09-12 11:15:07,,
300,,386,6,7256f9b7-5253-4384-b8de-60b6f0adf5a6,2014-09-12 11:15:07,,
301,,1486,7,d4795f2c-072a-490c-8f6a-f1557deb3a48,2014-09-12 11:15:07,,
302,,770,8,10f18596-1b27-464b-bb18-5e37b29bce6a,2014-09-12 11:15:07,,
303,,384,9,31392045-13d2-46cb-9031-67bd7c6f1300,2014-09-12 11:15:07,,
304,,1484,10,c332c909-ee43-4312-a9d8-b2365a0160ea,2014-09-12 11:15:07,,
305,,772,2,7b7dc9c9-df06-43b1-995d-aac5d58f2862,2014-09-12 11:15:07,,
306,,382,3,f8f2835d-f5f0-4070-8465-46bfc815153b,2014-09-12 11:15:07,,
307,,1482,1,d11d9dae-d5d1-440b-be3f-48d307e942a6,2014-09-12 11:15:07,,
308,,774,1,d2b47dad-e684-449b-992c-15de391c0fcc,2014-09-12 11:15:07,,
309,,372,4,a80b5e25-5ef4-4910-b70b-b2d1f5b207c2,2014-09-12 11:15:07,,
310,,1480,3,0d9a0e94-f5e9-4021-8e81-f7f2f18144b1,2014-09-12 11:15:07,,
311,,776,4,f070050e-2b33-41a2-a995-d9df09eb3ae3,2014-09-12 11:15:07,,
312,,370,4,067bb7da-557d-4145-910c-ee0c82caa0e4,2014-09-12 11:15:07,,
313,,1478,4,2157d9a9-a284-4001-973a-27196613681a,2014-09-12 11:15:07,,
314,,778,5,1d3e8a19-1ad4-4524-be77-5a5998107204,2014-09-12 11:15:07,,
315,,440,5,527d2334-c39d-49a8-901e-b1057f41bd73,2014-09-12 11:15:07,,
316,,1476,6,8c95e9d8-88d0-4e6a-8149-b4c6c79e65bd,2014-09-12 11:15:07,,
317,,780,6,5eef4daa-8514-43a3-b96a-d99e19e3c2e8,2014-09-12 11:15:07,,
318,,438,6,d241d8f1-5a7a-41b3-8723-1e2b1a9fdbf6,2014-09-12 11:15:07,,
319,,1474,7,b933a9dc-ef58-4bb6-83a1-bce83a1468db,2014-09-12 11:15:07,,
320,,538,8,fd0864b5-e700-4407-8683-92b710034073,2014-09-12 11:15:07,,
321,,436,9,ffe78b87-222b-4ab6-8d46-afba06c1b19e,2014-09-12 11:15:07,,
322,,1472,10,1c56e02d-69f4-4c0d-965b-2b7f54aa0a34,2014-09-12 11:15:07,,
323,,540,3,0da4f03e-47e9-4bed-b149-9c18cee9eb30,2014-09-12 11:15:07,,
324,,2051,2,815eea58-33c8-4717-8a9b-a86856090a06,2014-09-12 11:15:07,,
325,,1470,1,6340ac77-4fbd-4eec-9d60-5009d428674a,2014-09-12 11:15:07,,
326,,964,1,81c81c0d-73eb-442d-beb0-d03ad4af5048,2014-09-12 11:15:07,,
327,,1994,3,cdd7480f-7284-453a-a7ca-910535d40583,2014-09-12 11:15:07,,
328,,1992,4,84a86a42-c9f8-4b4a-a1a6-28e4e448fb8c,2014-09-12 11:15:07,,
329,,470,4,35de20d0-b72d-440b-8c55-6e8ad6643335,2014-09-12 11:15:07,,
330,,966,4,09480748-3f10-4c0f-9bf1-ebefad6540cf,2014-09-12 11:15:07,,
331,,1990,4,9b6d55bd-1bfd-489b-a09d-ca2de42c7c16,2014-09-12 11:15:07,,
332,,468,5,b2e4cf6b-9c83-4025-99b4-166640c15510,2014-09-12 11:15:07,,
333,,968,5,0412c1a5-e4ba-4f83-9bb3-86175b894a55,2014-09-12 11:15:07,,
334,,1988,6,777d62e5-3c77-4cef-8af6-8a4648f49eb9,2014-09-12 11:15:07,,
335,,466,6,f8bf1985-3c65-400f-bd46-92f88008f003,2014-09-12 11:15:07,,
336,,970,6,0341ca02-f44f-4604-8e20-a749b90fd976,2014-09-12 11:15:07,,
337,,1986,7,fb5a02eb-5589-4499-a19e-492457426b90,2014-09-12 11:15:07,,
338,,578,8,2e85a0ae-4725-45d3-a21c-f1ee94fde748,2014-09-12 11:15:07,,
339,,972,9,ecbd14f2-f495-4ac9-b3f4-6a53d15856d3,2014-09-12 11:15:07,,
340,,1984,10,191fe023-2354-4fbb-88d7-b57adc3428d8,2014-09-12 11:15:07,,
341,,576,2,8347e7af-a66a-410a-a035-65cf88e500b3,2014-09-12 11:15:07,,
342,,974,2,dfbe95b2-bfb7-4cb3-bbfc-045f35bb48cf,2014-09-12 11:15:07,,
343,,1982,1,dae8ef10-88da-4f94-b6a7-a9745f250db2,2014-09-12 11:15:07,,
344,,574,1,aa3b69df-40cf-45b8-9250-f69ef6db1c15,2014-09-12 11:15:07,,
345,,976,4,131056ab-e899-43bf-91e6-d92f44456655,2014-09-12 11:15:07,,
346,,1980,3,b3e143fd-f617-401e-aad9-c50bc280ed18,2014-09-12 11:15:07,,
347,,572,4,2de20d49-86f7-40c0-950d-12c93ea94b35,2014-09-12 11:15:07,,
348,,348,3,ba20e529-555e-4d2c-83f0-dcba833230af,2014-09-12 11:15:07,,
349,,1978,4,b23474bf-01cc-4a5e-902c-d6a4eb5ed777,2014-09-12 11:15:07,,
350,,610,5,51af3285-9533-4172-a4b9-7e654169fb33,2014-09-12 11:15:07,,
351,,354,5,4267e129-15f9-41de-b426-f38cb86cc417,2014-09-12 11:15:07,,
352,,1236,6,5617d4f8-c3a1-4408-8895-ae3f7e0efa05,2014-09-12 11:15:07,,
353,,608,6,3b2e5c36-0827-4a31-b112-f347ad588822,2014-09-12 11:15:07,,
354,,356,6,b65dfd89-49c5-4530-b819-b6e84f3531a6,2014-09-12 11:15:07,,
355,,1234,7,e6250b8a-8dcb-4192-8a0b-9598ae0e3f05,2014-09-12 11:15:07,,
356,,606,8,c5add2b4-2679-46d0-b6bc-649592c7da61,2014-09-12 11:15:07,,
357,,358,9,cdd731fa-45b9-405c-9265-42c039cfb509,2014-09-12 11:15:07,,
358,,1232,10,3ed88e2f-3f29-4e30-93d4-ce38474ded23,2014-09-12 11:15:07,,
359,,604,2,68e332e9-2929-4149-8086-fa8d7e4bc859,2014-09-12 11:15:07,,
360,,360,3,8be04d7d-1192-4a27-aca3-926e5f530abb,2014-09-12 11:15:07,,
361,,1230,1,6f69f454-5199-4b15-b370-d926f8ed104c,2014-09-12 11:15:07,,
362,,756,1,d9b640a6-0988-4548-8231-69ca927d49ab,2014-09-12 11:15:07,,
363,,374,3,3543b21b-0dfa-40de-998e-a9c3f2fcda98,2014-09-12 11:15:07,,
364,,1228,3,9d91f4ed-58b5-4a59-9894-8fd17ebdfc9b,2014-09-12 11:15:07,,
365,,754,4,ab87b283-4b2b-48ad-9d10-6b9f2d4d0baa,2014-09-12 11:15:07,,
366,,376,4,76da51e9-d61b-488c-a4e7-c7b87fda2917,2014-09-12 11:15:07,,
367,,1226,4,a65d6b08-0b08-453c-b244-cb324a3dfc0c,2014-09-12 11:15:07,,
368,,752,5,992e96cc-be7c-49aa-a6e5-6534990f1774,2014-09-12 11:15:07,,
369,,362,5,3d4c073c-758c-4ae7-a00b-72dada062af2,2014-09-12 11:15:07,,
370,,1224,6,7059e0f6-846d-4a52-8a97-0734cd064892,2014-09-12 11:15:07,,
371,,750,6,05cf6683-bc27-4062-a60d-995706bbfab5,2014-09-12 11:15:07,,
372,,1852,6,f377f21a-9a29-49af-9158-4e3fa8586ff7,2014-09-12 11:15:07,,
373,,1222,7,6c49b96d-2dfe-4e55-a102-416fe3b64dc4,2014-09-12 11:15:07,,
374,,748,8,b50e974f-2703-4508-81f9-84aa2fb27615,2014-09-12 11:15:07,,
375,,1854,9,150dca03-dae1-461c-85c8-54660461356c,2014-09-12 11:15:07,,
376,,1220,10,d733948f-db34-47ff-a618-06123a32e515,2014-09-12 11:15:07,,
377,,746,3,f728ab05-7868-493d-beba-f4e7dfafff31,2014-09-12 11:15:07,,
378,,1856,2,95828950-e407-4293-a824-b2525f135503,2014-09-12 11:15:07,,
379,,1218,1,083c2d9f-7cbb-4cd4-9bbf-30e80c376ee5,2014-09-12 11:15:07,,
380,,744,1,5e469335-acdd-41c8-89fe-0856ed944340,2014-09-12 11:15:07,,
381,,1858,3,5aa5c79e-3c99-4fd2-87e7-b0e67603d5ab,2014-09-12 11:15:07,,
382,,1216,4,7ee0371d-cefe-4a15-9347-34c232d82ab0,2014-09-12 11:15:07,,
383,,742,4,94da916c-8e0d-405c-ad3c-cfe9c1db699a,2014-09-12 11:15:07,,
384,,1860,4,7bc25c4c-f0e3-4471-8d8b-e0595061af6a,2014-09-12 11:15:07,,
385,,1214,4,6ede3be1-137d-4984-9ecb-eb871ae9059d,2014-09-12 11:15:07,,
386,,740,5,bc5c4272-db96-464c-8f74-09a8343e5877,2014-09-12 11:15:07,,
387,,1862,5,3f8de0ed-d0f6-498c-ab91-2c35815e297e,2014-09-12 11:15:07,,
388,,1212,6,c0c5ee7e-dd39-401d-9bf5-7ec01d57e57f,2014-09-12 11:15:07,,
389,,738,6,0fc568b5-2a6b-4c9d-87bc-9b8c6313c9da,2014-09-12 11:15:07,,
390,,1864,6,d6ab0687-0db2-460b-a4d2-34aad4ec9f3d,2014-09-12 11:15:07,,
391,,1210,7,030f5458-d836-4142-b2a7-321c34ea66d7,2014-09-12 11:15:07,,
392,,736,8,8d04b130-e705-4b91-8159-8da619a2b9de,2014-09-12 11:15:07,,
393,,1866,9,65923376-fae9-430e-9712-42235694f8bd,2014-09-12 11:15:07,,
394,,1208,10,f53f2ca8-f244-46b8-a64f-a09f657db9dc,2014-09-12 11:15:07,,
395,,560,3,8da056fc-494f-4fe1-8397-0b0736603201,2014-09-12 11:15:07,,
396,,1868,2,8adbcd9a-4d47-4fd5-a04a-dffcc2bf47de,2014-09-12 11:15:07,,
397,,1206,1,b711f333-3277-4885-ab55-5790cf41f27d,2014-09-12 11:15:07,,
398,,558,1,e47537dd-645f-458c-a410-a520d38dd7b9,2014-09-12 11:15:07,,
399,,1870,4,bc98b78e-3068-475a-8ead-fba537dde9b9,2014-09-12 11:15:07,,
400,,1110,3,40984282-13f9-4b14-90b3-e7a17180195d,2014-09-12 11:15:07,,
401,,368,1,cc76f684-79ad-4a66-a30e-1b7fb5c917c5,2014-09-12 11:15:07,,
402,,460,4,48941caa-5b39-497e-ad56-efd9172d372e,2014-09-12 11:15:07,,
403,,1108,4,0484601b-6a04-41bf-9554-3eb22d5b4dc1,2014-09-12 11:15:07,,
404,,366,5,8ef6e3c7-a53a-4ce4-819f-e67871c2f7ed,2014-09-12 11:15:07,,
405,,462,5,2ef9b843-4b9a-4220-8503-2dbdb2878c41,2014-09-12 11:15:07,,
406,,1106,6,04c17472-c4da-40b1-82fa-b08d3828b863,2014-09-12 11:15:07,,
407,,380,6,5a2338d1-158f-4386-8c30-eff2bf990669,2014-09-12 11:15:07,,
408,,464,6,a845d318-d6c0-4e69-b509-83686bd409a6,2014-09-12 11:15:07,,
409,,1104,7,102df3eb-c1a7-494a-a2ff-e0c5f2018559,2014-09-12 11:15:07,,
410,,378,8,c35ee937-edb6-4a80-bcd5-6310f0c25764,2014-09-12 11:15:07,,
411,,690,9,509ba11f-3d46-478d-8213-142f20c2f6bf,2014-09-12 11:15:07,,
412,,1102,10,bd823ab5-6077-41d3-86c7-7bfa90602024,2014-09-12 11:15:07,,
413,,404,2,44690101-f37f-418e-ba40-7b117d134b68,2014-09-12 11:15:07,,
414,,692,2,f493788d-9984-4433-b24f-f7d151462826,2014-09-12 11:15:07,,
415,,674,1,01289f01-9785-4dea-a896-92592f1f90b2,2014-09-12 11:15:07,,
416,,402,1,6b7ff7e6-4028-491e-ac2a-dfbb6278ca57,2014-09-12 11:15:07,,
417,,694,4,b8b12910-9ce7-4e71-902c-cf267a30fd3b,2014-09-12 11:15:07,,
418,,672,3,c6a84bc4-4131-4f49-9865-1f05530318cd,2014-09-12 11:15:07,,
419,,400,4,8fe888a7-82d6-4a5a-a7f4-4e69b9d62838,2014-09-12 11:15:07,,
420,,696,4,e4e565bb-00ff-494a-b31f-4bfe14ec2950,2014-09-12 11:15:07,,
421,,670,4,b70d3cf0-b999-46e6-a004-e551c302ef24,2014-09-12 11:15:07,,
422,,1164,5,7a2cdc3b-3646-4fb1-975a-e3bb2f3159a9,2014-09-12 11:15:07,,
423,,698,5,a6b62683-6b48-4b90-8618-01a36f459ecd,2014-09-12 11:15:07,,
424,,510,6,1907f0a4-bffe-4a3b-bec8-76d0aecb2d30,2014-09-12 11:15:07,,
425,,1162,6,b1508150-5c6b-436b-8ff4-41171e6cd517,2014-09-12 11:15:07,,
426,,562,6,76ecb325-f500-4d90-a4fd-f2a2f8971379,2014-09-12 11:15:07,,
427,,508,7,411e7506-12ef-4ee7-bd86-b80187aa6190,2014-09-12 11:15:07,,
428,,1160,8,2ec6eee4-a066-4c95-9982-8eecbd71fd2f,2014-09-12 11:15:07,,
429,,564,9,a1ae3116-2c4d-4647-a111-eaeed3df2d96,2014-09-12 11:15:07,,
430,,602,10,d18dfa60-7d7e-4900-a0b6-78df78e4deef,2014-09-12 11:15:07,,
431,,392,3,730af72e-62cc-43c0-b790-975fb1f2df0d,2014-09-12 11:15:07,,
432,,846,2,2bb213ee-5443-4e13-b085-6413a707a120,2014-09-12 11:15:07,,
433,,600,1,eb0b1054-ff23-4e35-bcfc-10b84b47ea47,2014-09-12 11:15:07,,
434,,390,1,0a748427-ccaf-4e93-9551-8f06b976dcad,2014-09-12 11:15:07,,
435,,848,4,7624b525-f236-4771-8d0b-ffc8ef75afa7,2014-09-12 11:15:07,,
436,,598,4,506dd7e7-e6d0-49e7-addc-5cd6c811dd35,2014-09-12 11:15:07,,
437,,570,4,7ee44449-7164-4637-96fe-264004dd31a0,2014-09-12 11:15:07,,
438,,388,1,3f98f477-0db0-44d4-9155-15243b8fd480,2014-09-12 11:15:07,,
439,,850,4,2b10bd49-1d5c-4e73-a492-95ae4c03c312,2014-09-12 11:15:07,,
440,,568,5,1b5af7f4-4d4e-4b51-a1a2-c2f62431bc9a,2014-09-12 11:15:07,,
441,,364,5,2965f5cf-909a-444a-9966-3d1aaf761206,2014-09-12 11:15:07,,
442,,852,6,f41036bb-c3ba-4935-9f16-10dec1a55c33,2014-09-12 11:15:07,,
443,,566,6,133ce995-d294-47ee-94cb-468e147214d4,2014-09-12 11:15:07,,
444,,428,6,a83d6923-a2df-4c6f-9d39-af9de01320dc,2014-09-12 11:15:07,,
445,,854,7,f6130e0a-b5ea-4747-92ea-257d7f3ed116,2014-09-12 11:15:07,,
446,,1926,8,a6db70ba-e347-4406-b237-56c1bbd24fe5,2014-09-12 11:15:07,,
447,,426,9,9ee3c197-e7db-4f66-b491-118a9928b782,2014-09-12 11:15:07,,
448,,856,10,722aee8f-6b89-4712-bb35-6861af3065cd,2014-09-12 11:15:07,,
449,,1924,5,c92cc384-fe07-46c6-952c-9ee65176e4f9,2014-09-12 11:15:07,,
450,,424,2,81a8ae36-d134-475c-bed1-06c7c68cb095,2014-09-12 11:15:07,,
451,,858,1,d5ae552e-fafd-49ab-ac05-014484ca1139,2014-09-12 11:15:07,,
452,,1922,1,a0328adc-2dbd-47ae-9648-cbaf845ebf74,2014-09-12 11:15:07,,
453,,926,3,e165218f-456f-4d59-bf10-accf3911ae3c,2014-09-12 11:15:07,,
454,,860,3,d0cc43e1-cf3e-47ea-87f7-2b64c899c56d,2014-09-12 11:15:07,,
455,,1920,4,b4200f93-711c-438e-975d-fcca43632d20,2014-09-12 11:15:07,,
456,,924,4,71fce014-2bd7-4072-a163-b67cf0217325,2014-09-12 11:15:07,,
457,,862,4,2e58399c-f9b5-406a-a91a-2d7416e697e4,2014-09-12 11:15:07,,
458,,1918,5,5478a7a1-3070-4316-ba3b-76936afa4ebe,2014-09-12 11:15:07,,
459,,922,5,d587c243-7e07-4d4a-aff5-2bb7eb47046b,2014-09-12 11:15:07,,
460,,864,6,e7069c91-9479-4cc0-be91-991aa1447af6,2014-09-12 11:15:07,,
461,,1916,6,25ee1c59-aa4a-44e6-ad18-70f2b8fde302,2014-09-12 11:15:07,,
462,,920,6,5c085e79-91ee-4855-92c2-ba36cd6980e0,2014-09-12 11:15:07,,
463,,866,7,6b70d0b3-4a77-4143-842a-c5fb0bbbe8ff,2014-09-12 11:15:07,,
464,,1914,8,1548c6d6-55ae-42cc-813d-093d70330662,2014-09-12 11:15:07,,
465,,918,9,5ab396be-567f-4ede-b3c1-82e410867acd,2014-09-12 11:15:07,,
466,,868,10,94b95997-fd84-4632-bb16-6f21fe706051,2014-09-12 11:15:07,,
467,,1912,5,0e1ad4c8-39fa-45fd-913f-2428d826b11a,2014-09-12 11:15:07,,
468,,916,3,ed1ff0e0-836d-42b3-a9dc-f8faaf32adba,2014-09-12 11:15:07,,
469,,870,1,f9eec39e-a3a3-41ab-8abd-1ab31c0b729b,2014-09-12 11:15:07,,
470,,1910,1,d7b637cf-c957-41c1-ae45-590a1a9f4527,2014-09-12 11:15:07,,
471,,914,4,7578fa92-b7bf-4fa8-94e3-186b08221382,2014-09-12 11:15:07,,
472,,872,3,dcedc9d8-c1fd-4720-95f2-4be8c5a8b5d1,2014-09-12 11:15:07,,
473,,1204,4,bdc2cd6e-0ff5-4af8-a5b2-eeaf07b882e5,2014-09-12 11:15:07,,
474,,912,4,9437f421-4e1a-4223-8d41-b3008bc7bbc9,2014-09-12 11:15:07,,
475,,874,4,14ca36fa-e45c-421c-bb5a-22cde0946aea,2014-09-12 11:15:07,,
476,,1202,5,8debba6b-6e6b-438b-a730-712e7e68ca2b,2014-09-12 11:15:07,,
477,,910,5,6dcc5ca8-4f2b-42ac-ba55-ed5888be101e,2014-09-12 11:15:07,,
478,,1828,6,e76a3ec3-581b-456b-9415-5853ee013816,2014-09-12 11:15:07,,
479,,1200,6,ddf27582-0d9b-45a9-b605-ab01d2c1c3b8,2014-09-12 11:15:07,,
480,,908,6,3aeccdda-2012-468e-858e-3be516a77fa0,2014-09-12 11:15:07,,
481,,1830,7,579ef71e-9a99-4d2e-bf31-0b6d5dac66be,2014-09-12 11:15:07,,
482,,1198,8,eeb9f9cd-5b5c-4492-af64-6f28f4225350,2014-09-12 11:15:07,,
483,,906,9,19405801-665b-479f-b5a6-686876e615ac,2014-09-12 11:15:07,,
484,,1832,10,37398b37-b78b-4460-b012-665828c6b9ec,2014-09-12 11:15:07,,
485,,306,5,eb969756-e3cd-4956-8a65-572a887b1718,2014-09-12 11:15:07,,
486,,904,2,c0a0eccc-1504-49cb-93e0-a613ba0a6dd6,2014-09-12 11:15:07,,
487,,1834,1,4ee55ca2-f2ac-4e5b-bcec-b23c09fb345b,2014-09-12 11:15:07,,
488,,304,1,c4647e94-eb39-4fe5-b856-fa982709a6da,2014-09-12 11:15:07,,
489,,902,4,2b107c53-4450-4179-a330-516ff82e4744,2014-09-12 11:15:07,,
490,,1836,4,ab26f88e-abde-4122-b772-34940b143427,2014-09-12 11:15:07,,
491,,302,4,28a9945c-b9b3-4a24-b367-d17bcc0ae82e,2014-09-12 11:15:07,,
492,,900,4,8194b68e-af15-4edc-b403-6c8f7475492b,2014-09-12 11:15:07,,
493,,1838,4,b143978a-3fc9-4077-a70a-db4dfacedc79,2014-09-12 11:15:07,,
494,,326,5,1dadf7f5-0dfb-4357-8822-316fd414b6d9,2014-09-12 11:15:07,,
495,,898,5,70cc6d14-4aeb-4731-a23f-00fd899bc6c8,2014-09-12 11:15:07,,
496,,1840,6,9d1a7488-6cd7-4866-a0a4-dd3a8a850ed0,2014-09-12 11:15:07,,
497,,324,6,9fc698d8-a5d6-4971-bfb4-9a4d8988db58,2014-09-12 11:15:07,,
498,,896,6,e3a756b3-ee63-4ac7-a799-b1fa170edde6,2014-09-12 11:15:07,,
499,,1842,7,c1977b0f-7a53-4761-ac2d-e43da7b25711,2014-09-12 11:15:07,,
500,,322,8,8d407bac-a447-456b-93fe-50301bc7555a,2014-09-12 11:15:07,,
501,,894,9,5314edb3-4fe0-47bc-90c8-e89589e8ba7a,2014-09-12 11:15:07,,
502,,1844,10,e8dd8339-8804-46f2-ac6c-bce931ff0831,2014-09-12 11:15:07,,
503,,320,2,53f9d07a-114f-40c3-84de-2caa6e13a05c,2014-09-12 11:15:07,,
504,,488,3,240578ac-2179-4aca-83d8-c647c8f668cd,2014-09-12 11:15:07,,
505,,1846,1,4f32a900-a34b-4448-a72c-196a1c553073,2014-09-12 11:15:07,,
506,,318,1,794aa83a-293d-4a91-bcf5-d40471b46569,2014-09-12 11:15:07,,
507,,486,4,2c2f6363-d05a-4ed4-8896-e321413d4ff3,2014-09-12 11:15:07,,
508,,1848,4,4da216f0-e0fc-43f1-847b-c0445ebfda46,2014-09-12 11:15:07,,
509,,316,4,78ed169f-c38f-44f9-9abc-2a65d87c7f7d,2014-09-12 11:15:07,,
510,,484,4,6ee9d652-6f65-4f4d-af0b-3a82cb34c5f1,2014-09-12 11:15:07,,
511,,1850,4,39a1e62c-4669-4731-9d99-f74d0a4979d7,2014-09-12 11:15:07,,
512,,352,5,5b37ccff-1a71-4561-ac12-50eb77c92bc2,2014-09-12 11:15:07,,
513,,1468,5,b969d812-d0ac-4484-9897-6262151508db,2014-09-12 11:15:07,,
514,,592,6,f7fa597e-be0a-4488-9101-a6cd272dbf47,2014-09-12 11:15:07,,
515,,1908,6,0d4a67db-594a-4131-a3c8-51c76265b3c5,2014-09-12 11:15:07,,
516,,1466,6,3e567502-b73a-49cb-bfa4-89e32f3bf89d,2014-09-12 11:15:07,,
517,,594,7,a7726bae-8c2d-4fe5-b25f-281083aeaf2c,2014-09-12 11:15:07,,
518,,1906,8,f3e61433-b332-4b4c-bce6-a963950e6ca4,2014-09-12 11:15:07,,
519,,1464,9,6e5dc4e9-bd21-4e78-808a-074f07958b75,2014-09-12 11:15:07,,
520,,596,10,34c094d7-8c79-47a5-b192-9597826bd55d,2014-09-12 11:15:07,,
521,,1904,2,a09978fe-9354-4c69-8423-1e172841a9ab,2014-09-12 11:15:07,,
522,,1462,2,8989cbd0-e708-4d36-bfb7-71b08a239bfa,2014-09-12 11:15:07,,
523,,954,3,ed034862-2faa-4c55-afb3-052d06a2191e,2014-09-12 11:15:07,,
524,,1902,5,66f5d073-40bb-4584-a577-91e2a6cc36f7,2014-09-12 11:15:07,,
525,,1460,5,82bd929f-9da3-4e28-bbcf-9d4c58d02ff3,2014-09-12 11:15:07,,
526,,956,6,34242469-ae37-497e-920e-ad364d7eff4c,2014-09-12 11:15:07,,
527,,1900,3,b43c442c-796e-4b1f-85f3-233a02f5f7ed,2014-09-12 11:15:07,,
528,,1458,4,1264d83b-3abb-4a87-b473-e30b96f55bb6,2014-09-12 11:15:07,,
529,,958,4,7ba3fef2-3b40-4490-9601-3d5705b0ff7a,2014-09-12 11:15:07,,
530,,1898,5,ef99baf9-922b-4634-a430-647b1063e0e0,2014-09-12 11:15:07,,
531,,1456,5,5b99c621-4b4d-4af2-a1c1-7ed552f53c57,2014-09-12 11:15:07,,
532,,960,6,60e33181-3ee5-4f24-b543-90f7ca6cfdc2,2014-09-12 11:15:07,,
533,,1896,6,89e3bbb3-134c-465b-a2bd-558ea54d3d9e,2014-09-12 11:15:07,,
534,,1454,6,24a6a509-b31c-49f5-bf0d-6a0c40b5b740,2014-09-12 11:15:07,,
535,,962,7,6a937150-8ab4-4526-a5bf-70caabe12fc6,2014-09-12 11:15:07,,
536,,1250,8,7011f5cd-ba44-42a1-a0dd-324c3238baf9,2014-09-12 11:15:07,,
537,,1452,9,21ec149d-266a-4b80-8d35-f49be8a57f06,2014-09-12 11:15:07,,
538,,534,10,35e95974-7000-4081-a041-64011de880a2,2014-09-12 11:15:07,,
539,,1248,2,664067f5-4c17-49e0-ae44-775aeb6f23e2,2014-09-12 11:15:07,,
540,,1450,2,d0efcb7c-d0b6-4e7f-8c63-1e00e7938929,2014-09-12 11:15:07,,
541,,536,1,889515ac-044f-41e5-9d12-b82d6e32eab6,2014-09-12 11:15:07,,
542,,1246,1,6af61284-02df-41ba-a0e0-2b1728b2cf7a,2014-09-12 11:15:07,,
543,,1448,3,c26f1f97-af69-4f04-90eb-cad58466f730,2014-09-12 11:15:07,,
544,,308,3,70259e78-e301-494b-b26d-40d663dbb3de,2014-09-12 11:15:07,,
545,,1244,4,7118ca63-b79e-4e8a-b70d-7df409b7f23a,2014-09-12 11:15:07,,
546,,1242,3,298de006-bed6-4e13-b659-3f9422750943,2014-09-12 11:15:07,,
547,,1446,4,522cda1c-21b1-4316-8fd6-654eb8a043bd,2014-09-12 11:15:07,,
